Ticker,beta_1y,correlation_1y,avg_leverage_general_1y
CVNA,2.435719394245569,0.6410288036826927,-0.10950522573285612
CVS,0.3033000018131638,0.1717688209693338,-3.3381033976376937
CVX,0.6582443214307577,0.5058807336930193,-0.3490007065991325
CYBR,1.1053489049472727,0.5581724958598162,0.08936060155381842
D,0.3110011507652223,0.2816060938071961,1.9599802936828934
DAL,1.918204119419686,0.7296811771059303,-3.7919306177609027
DASH,1.3229211195094317,0.5657914463270842,-1.7639442330401407
DD,1.3492293242258047,0.7159401886380351,6.1071951144081105
DDOG,1.3206783231367398,0.46921094736232527,4.111165634667122
DE,0.7502058190298422,0.5107197783725722,-6.0289985592138935
DELL,1.7931935100921115,0.6773987365378146,5.402274989811232
DG,-0.06238100072750428,-0.031185609334897564,7.7345267563167655
DGX,0.2299223004662233,0.18749689765609653,12.989576630492706
DHI,0.5211444509830829,0.261391788458822,-13.83824296315843
DHR,0.9438085307316443,0.5767120380918405,-18.937207063932064
DIS,1.0902045553033932,0.6724716057299845,-5.545048148706708
DKNG,1.1725079583654938,0.45185067162981873,-18.067430457642836
DLTR,0.6544188294711695,0.2942421206554472,3.6687894467567377
DOV,1.0686469487653398,0.7325168143860538,-5.90951178133987
DOW,1.469082551952352,0.5557961435856026,-5.51520374497082
DT,1.0568817853889894,0.5768633773849444,0.020586336631784587
DUK,-0.05607241160083741,-0.06555069284045756,-1.601618454862499
DVN,1.2420509045457804,0.564594105505969,-5.525426083413249
DXCM,0.9975763499092907,0.4325548227783594,-9.405015610425707
EA,0.2920843685486272,0.22128086376286432,1.5178175109721097
EBAY,0.5817520585047954,0.30286915451712887,-9.380147033105585
ECL,0.5476544999925025,0.5092200261384271,1.0076333950498273
EFX,1.02184530795325,0.5231108776008404,-6.723156904369628
EL,1.498456211509338,0.588197286833044,11.955767708490685
ELV,0.2026642774218664,0.09939349321124362,-8.258848897569747
EMR,1.2545763160428482,0.7779614148187458,-5.1490454520473925
ENB,0.16509242441139374,0.18104695432200307,3.6567450293492474
ENTG,2.392383865567303,0.7288317950304183,-3.5043211850854967
EQIX,0.7318149275546199,0.5235639371177576,-2.91265295979501
EQNR,0.4901692532038479,0.3045615287874446,-4.863729534121493
EQT,0.7317270582506924,0.3797828350688065,4.722236588945635
ET,0.7728871206122115,0.5949734872263399,0.10971512048718872
ETN,1.3444604245126432,0.7557503582835153,5.6337113808349635
ETR,0.4637995262235366,0.43139031717716914,-0.5491745981900898
EW,0.5272432523653677,0.43557951065260686,-3.067435344435443
EXAS,0.727298536541388,0.30275429315749763,-0.6891879351839821
EXC,-0.006430286003001323,-0.006892820341964692,-1.1915344720620376
EXE,0.5048474361737202,0.2971066045538562,3.6396900393445084
EXPE,1.5875854697303768,0.6440722898982505,-10.98927183623135
F,0.8488412868115288,0.5089906307965218,-24.969248506791743
FANG,1.149774268539922,0.5612197503790235,-10.80792965813744
FAST,0.6251390624444372,0.4653824532489242,0.005596656374887134
FCX,1.628186981186078,0.6205076185715255,4.165310672098358
FDX,0.8700553912404927,0.385020758228876,-11.261064858353969
FERG,1.1303896473842663,0.43794976259512075,-6.029488853399345
FIG,1.70374834645293,0.2158418326314056,-11.739787007851358
FIS,0.9683711531709145,0.3710550317650067,1.5661330223326262
FISV,1.0588548933360462,0.17818197245092499,-19.466822930931983
FITB,0.877953002924395,0.3929523327387027,-6.097469552806354
FIX,2.1564916901521447,0.48974393031793767,18.40685563966747
FLEX,1.9474336761369075,0.5157367039873743,21.690140266896908
FLUT,0.8109881729235738,0.26515495164865593,-16.661042287009632
FN,2.962754283353366,0.5485029325440144,-2.0390835767121436
FOXA,0.3390172542278275,0.1382764982364709,-1.4699876743670819
FSLR,1.0268573110433943,0.2161921902983515,1.2618007245059588
FTAI,1.5611898647524336,0.35136994579558134,19.784271941064464
FTNT,1.4565657965583256,0.38686571278711734,6.255722476009198
FUTU,2.224025197634841,0.4948773121330325,-13.659442730375348
FWONK,0.10283907162552347,0.05461953576499224,3.434715748725392
GE,1.068919897603003,0.4400540809664906,2.213533945727763
GEHC,1.1122075126400748,0.4425290556983646,-4.31096185837677
GEV,2.019652458039234,0.4602169937693294,19.509388966653813
GFI,1.099440746752511,0.20213592163228686,55.8892346451729
GFS,1.6596982384157701,0.43082086117251095,4.090942822943833
GILD,0.2764354899828674,0.11789431564800096,-9.755640944759453
GLW,1.7181579509051434,0.4676872904600972,-3.1172685284310293
GM,0.8793957705783523,0.2887319145137195,-82.57324790326739
GME,1.0207778929280318,0.31668876383714994,50.90977563269475
GOOG,0.9897630306217245,0.6261487820511696,7.992998214358874
GOOGL,0.9941387731450214,0.6231880289803382,8.73889433038108
GRAB,1.3982958854391268,0.5506197172289742,6.113190729255844
GS,1.3352193228247133,0.8119467570453975,-1.4348518025210995
GSK,0.2218853829161198,0.15329629212065382,7.751098710726951
H,1.2305008028461875,0.6441380221808988,-3.718755237106722
HAL,1.2367097231066633,0.5422265146610983,-30.105000115965147
HAS,1.1063621425244612,0.5870655457501783,-4.359167213807511
HBAN,1.1076333692650706,0.6931758482899251,-4.652537417412754
HCA,0.281748410814403,0.19891079856688745,-0.8601235449641288
HD,0.6131216878562269,0.5041628710887192,-1.1835110427223123
HDB,0.2512664137689912,0.23059275509751978,-2.133017705511227
HIG,0.49409470093373997,0.4532993688742464,-2.499102567770066
HL,0.8741799978023881,0.23691541934439006,49.23322770378853
HLT,0.9167130935976867,0.6710513659987059,-3.127380485949339
HON,0.7866573167209391,0.6090678970862274,-1.521619865488326
HOOD,2.6288998488637576,0.6592125877709307,3.5845789084726527
HPQ,1.2249497501681514,0.6090890433664605,-6.6054596164944055
HSBC,0.7886060858380666,0.5901614293385482,-3.951060305862907
HSY,0.06358778397532788,0.04324740486438884,-7.254844792548203
HUBB,1.1355254866470106,0.710650239248379,7.540759642861927
HUBS,1.4718633463985547,0.5574328438140409,-15.177369208597284
HUM,0.3432921675682662,0.13568563801161632,-37.21846853445257
HWM,1.1745374737621785,0.6583916941171893,-5.158562080648579
IBKR,1.7097777403340706,0.7297020093840609,8.32294501214207
IBM,0.7521304475556966,0.48897151204545236,-2.4246842310405543
ICE,0.43260428704715725,0.4219058149700456,-3.0533170362425968
ICLR,1.0442828902827324,0.4099241663778175,-1.8232443162874812
IDXX,0.9896558259795363,0.444673759085159,8.920063159010866
ILMN,1.055261618114346,0.41553593877379613,-0.5239896127356639
INCY,0.5937273468191393,0.32699570795674876,-0.7297200085045751
INTC,1.5229412098700876,0.4232428702411791,4.121011915464482
INTU,0.9400937731786572,0.5181477546055177,-1.0565597805713893
IONQ,2.548131170044346,0.4868802196795317,-6.87955287183043
IOT,1.4689270696018881,0.5141536435182289,-14.390853043682693
IP,1.1040144745756153,0.5222876991289432,-4.679741364708601
IQV,1.1168109692857646,0.5191611895328786,-4.395998376765524
IR,1.184118938934491,0.6637689667917553,3.8208355802874
IREN,2.1208794179331054,0.41250890877696694,2.780836424363957
ISRG,1.1926867174114928,0.650853592301665,-7.609381125549925
IT,0.9580206127876251,0.3851512379805751,-18.583954642284557
ITUB,0.549376715168138,0.36615472972314667,-1.851169205917517
ITW,0.7670741368201772,0.6204752592092847,-4.744832523111714
JCI,1.0584931621760136,0.6973094764258666,-1.6615724522106081
JD,0.791079470556514,0.40283514406603166,8.365320258754267
JNJ,0.05961452421892721,0.06051771160717255,0.1851610551570169
JOBY,1.9419139094829925,0.44959022096303364,17.403653598029056
JPM,0.9828857906109816,0.7330531908162848,4.254649071604454
KDP,0.19487263400286975,0.14268804598997603,-0.000291635587619323
KGC,0.4097994583941507,0.16669326705223783,31.26222420065951
KHC,0.2207026672201397,0.1684811090091973,3.143986801767604
KKR,1.8272984782429649,0.7711976684146926,-14.921736937259487
KLAC,1.766976910539489,0.7085568549038889,14.44461465747721
KMB,0.04654708609426704,0.036510712690603096,3.1670498321829124
KMI,0.5165286243483428,0.42935157821307895,-2.942770028702543
KO,0.039549377824446966,0.04459803822630661,-13.724187948711176
KR,-0.2291508554029756,-0.16738444787769588,5.851280786275502
KRMN,1.3914832515293551,0.4249694102520309,-6.524798253106193
KTOS,1.1449789771289227,0.3502574898588832,-12.88400566350323
KVUE,0.2160331162570818,0.12223409242224333,-2.404955942969014
LH,0.5885472610034304,0.46298400595666567,9.827254837311761
LHX,0.45198618827220716,0.3753063007235443,-2.1966762173177274
LIN,0.5758611863853175,0.5740441331859006,3.950500944802267
LITE,2.268503435812327,0.5556857816800327,8.33203123198414
LLY,0.6909968626217817,0.3166418662600796,4.262911888136456
LMT,0.2545940692408324,0.1834189742691875,3.06401758907621
LNG,0.6471397051327905,0.4460415477293131,-4.221292777813901
LOW,0.6262123477346873,0.48938229603296857,-2.3238589011500435
LPLA,1.2640937420594769,0.6411364207174602,-1.1563646198683075
LRCX,1.9542612043144596,0.7262102751239325,3.038334534482781
LTM,0.6899381894545493,0.4265237223299221,4.674831114409777
LULU,1.2012381734097084,0.4580558775610956,-3.1768486585383693
LUV,1.3442799493675857,0.5578630141684979,-4.496638588222178
LVS,1.0590918247152916,0.5057806396446997,13.998119920634203
LYB,1.287084068192908,0.546922636934836,-1.7165391225581998
LYG,0.7577197958739286,0.5114161467385008,0.014118539989770099
LYV,0.9311098026868501,0.5430263527814362,-0.28901848972252847
MA,0.7460989609155723,0.6215869997326535,-1.2833771668443648
MAR,1.0754853342656192,0.672581295430445,-8.522483634282517
MAS,0.9807442825566672,0.5641639835480458,-4.8964912449767874
MCD,0.16779014983138124,0.1823959379151001,0.396463622102192
MCHP,2.1948704673160138,0.7030104847528876,-7.3271713719005325
MCK,0.08973805419937954,0.06135381437337416,10.856151288561323
MCO,1.04594757052246,0.692255285515269,-5.219049392720449
MDB,1.6851308395412574,0.45525838272148084,10.821942540918377
MDLZ,0.0651105381767624,0.0567608253092923,0.44027144493704046
MDT,0.42012361959771993,0.37887960251921554,-5.811927482919315
MELI,0.8495172550044031,0.42416271894024793,3.150987941706619
MET,1.1253503267323361,0.7587471575223452,-2.2614332152241765
META,1.4048869618328181,0.6856797617952537,6.360699486345578
MKSI,2.454981030911933,0.7428945649510129,-0.961192234298575
MMM,1.060246063464056,0.6620339396777734,-20.470851324214355
MNST,0.3122248833669654,0.26395578176233336,5.392409123755708
MO,-0.02143191593900319,-0.019151386581285474,3.4108547222901366
MOD,1.948172712903611,0.5552608106197177,0.5627927174229866
MP,0.9790391305596173,0.19465590520169115,31.471108116888622
MPWR,2.2188468884302655,0.7514604191090855,3.282423219119025
MRK,0.4132352638577353,0.2721856365915676,-1.5174520864308223
MRNA,1.2711959572537956,0.3646165963625496,0.8128330065361646
MRSH,0.3337051872990402,0.2870466720256211,-0.2537399669761758
MRVL,2.279897433599263,0.6785477518877495,0.9889546800623183
MS,1.3169372631882132,0.8248736383640506,0.9207754029503807
MSCI,0.7968804739090216,0.5381730526561799,-5.882606531470949
MSFT,0.8816611612131263,0.6472129674387657,0.6216539626111146
MSI,0.5017204352821631,0.42163177355006287,1.4369722363924111
MSTR,2.190375000280214,0.5303495149945828,-4.519649525650599
MU,2.193570498459019,0.6658338060609917,-5.048307990947036
NBIS,2.5745533331958113,0.471543906258619,3.221362073318547
NCLH,1.818172402470475,0.6443448853162016,-4.407883139725232
NDAQ,0.9052922261668176,0.673071761744644,-2.8302248675073467
NEE,0.35416033134977537,0.258666951733806,-4.8419622541222544
NEM,0.5418360998387276,0.23789098286024438,26.953671896567553
NET,1.714226579677859,0.6451325511444639,20.04688589178763
NFLX,0.762420730329748,0.4520187848685546,2.661943188884384
NI,0.38823531580493376,0.3871358356611853,-2.6934118523363795
NIO,0.8721830848310743,0.26309835932266434,13.251721613837395
NKE,1.0704559821672928,0.4941874259884942,6.474962500951131
NOC,0.08122260948072357,0.05483813852474937,4.152405229854559
NOK,0.6585564992528852,0.31065365749013674,5.45426131381484
NOW,1.3045522821752804,0.6015200626393837,-3.824976829965137
NRG,1.660924628427939,0.5920270488145293,10.296773267230959
NSC,0.7565724417992531,0.6405485186845784,-0.053854482243898195
NU,1.1773038727281957,0.5103899338606126,0.30994572318693087
NUE,1.1823672276909976,0.621473003253808,-8.2532654398597
NVDA,1.7725633568901884,0.7701413922637962,3.0517486239988116
NVO,0.9952130107565312,0.3613910084426384,4.887234864900178
NVS,0.23838919775970832,0.21307382322009955,2.4329119605756206
NXPI,1.8055019848336271,0.7340806481952428,-6.971944903951346
NXT,1.0626705362368931,0.35893509769256593,-6.227662371297835
O,0.19724403624624468,0.2226488136337345,2.9992079192825742
ODFL,1.1366095246113703,0.5265113956751327,-6.229439824950773
OKE,0.880825065941066,0.5429152412756314,-4.184684578334175
OKLO,2.424658683977909,0.4117374851404096,45.345381844095215
OMC,0.7282546410819812,0.4263234609178954,-2.78262897979704
ON,1.9400031812650593,0.640668875360933,-5.883293469327314
ONON,1.3279296516191534,0.5042062898727551,-10.834585939582254
ONTO,2.261399779896122,0.6415498825272815,-4.032736818599301
ORCL,1.4365446503039625,0.4518676894721815,6.295895599871921
ORLY,0.16613005468142655,0.1499822764839212,0.9410521036142684
OTIS,0.3937806266314048,0.31299705156942104,1.0042038640161814
OWL,1.7280752722982544,0.7141333402969886,-9.759858289849214
OXY,0.9629715782365769,0.5011097419509271,-5.483413292203001
PAAS,0.7419659877058025,0.26484881181082526,29.88259392619073
PANW,1.1879018306203726,0.6404337447358498,1.8266382321774794
PAYX,0.5812362570000466,0.45052736942407073,-4.169938995177688
PBR,0.653105558162969,0.3930181418872963,0.05474422339695495
PCAR,0.8500564799207013,0.5665041799789768,-4.007652841664079
PDD,0.7589254497647511,0.38322072855195394,4.708715018553964
PEP,0.128236860377473,0.10864793652326707,1.456053392059591
PFE,0.5004647469324732,0.36189928355991424,-0.6904866304312861
PFG,1.1017234355480259,0.7527262418381208,0.10287329466620261
PG,0.13230316514096516,0.13551105867244573,3.2610046193927453
PGR,0.2722747448558293,0.20197639277250673,-4.973677214350489
PH,1.2840408882836452,0.7906764000383324,-7.918128188529217
PHG,0.9148569964759425,0.5203590153759142,1.1965851681936752
PHYS,0.014403569419435025,0.010928307441338903,16.713632646498446
PINS,1.4780101473173741,0.5775468696728953,-4.80501278869113
PLTR,1.9785346258118774,0.6089072688132766,25.119639775130292
PM,0.08627317128022159,0.06765814468815297,14.434698911918346
PNC,0.9235874159541729,0.7061783555966966,0.8314385488327398
PODD,0.8167117356538032,0.40083437796221477,4.240069537181933
PR,1.341451133980095,0.5832071111883887,-5.578395254371552
PSLV,0.4301260801478676,0.16705698543431272,15.321413961158829
PSTG,1.867232163558674,0.5395258447277836,4.432581856513471
PWR,1.1505302910784883,0.6097123404699032,6.611480764889294
PYPL,1.3059171895192137,0.6249840384749497,-2.86282864970634
QCOM,1.49660711065699,0.73466068171132,-2.8814548753645335
RACE,0.6873218231181021,0.3953898934957449,-0.24899248513624112
RBLX,1.2621062238386482,0.4503445232428632,21.55851152319742
RBRK,1.8553562552510041,0.5243700526183935,3.3480663503372097
RCL,1.5693327037410303,0.6218218784406846,-7.092165694659479
RDDT,2.0273228961709937,0.4951939363245816,-7.932382465120197
REGN,0.5656244957060566,0.26823530654863353,3.223792329614743
RELX,0.4910141566450185,0.3470198797050214,2.6614301945541627
RF,1.056930445465219,0.699203123983281,-6.340369540289084
RGLD,0.33041325109978703,0.17893963192780174,15.04232776158074
RHHBY,0.3234402927722249,0.22411184395460934,0.4181987202467554
RIO,0.6345635797837372,0.45838798331459113,4.9526476640078245
RIVN,1.177583729989798,0.3817954969330344,-5.679213859255562
RJF,1.0016905949542816,0.7226978891222938,-0.07856572583387852
RKLB,2.1815688830369115,0.4909200153529921,-6.0685212093061605
RKT,0.6958709091395823,0.2132927656571196,7.479439327626725
RL,1.4121412047836268,0.7088904005970348,-1.0281723362046247
RMBS,2.2574014381989698,0.6375058297416019,5.22916258039286
RMD,0.6106876991278284,0.47114862941778396,3.9252487799033284
RNA,1.0228477275044516,0.2651084141057219,-14.157275480215167
ROIV,0.8450645165564948,0.41012629274363843,-2.649559893703544
ROK,1.1875383808369735,0.7351230783691501,1.691711030615119
ROKU,1.8033158674568852,0.6320158576776733,-14.377491363129296
ROP,0.6097809497451935,0.4878548441695556,-3.5405671485016432
ROST,0.6945999398238392,0.5238518450530596,9.151865233593888
RRX,1.5271272657771944,0.6096431922679083,-13.537153222998649
RSG,0.26404422114199244,0.2768754804784119,-5.280815805018003
RTX,0.5704621257317595,0.4019592278044556,-17.724257304977684
SAIA,1.469883979845937,0.45963340380918966,-9.471552977769456
SAN,0.996631001612761,0.6018015077823232,4.254476202948787
SAP,0.8621406051602881,0.5116151422875511,1.7083760573011324
SATS,1.3545577332407925,0.2365258558020133,6.543579291556271
SBUX,1.05058332903885,0.5950896207191972,-3.6221618951964687
SCCO,1.2500810315904376,0.5403710529013386,6.804455927315987
SCHW,0.8709332338872616,0.6928212837382728,-1.1777790548637044
SE,1.3865058202195826,0.5340084190919067,2.5635391455923586
SHEL,0.6281400788579,0.5145809580451652,-3.4161578579177188
SHOP,2.2153619151668864,0.7039020400900253,-15.414430336602482
SHW,0.68651833461513,0.5397046626938645,-7.925587321401105
SLB,1.1305562063643875,0.5789414157726368,-1.635019605302539
SMCI,1.9518788122810757,0.46175431345003626,-9.765812505594475
SNDK,2.4498326436410878,0.47071685664830565,-13.750137222873786
SNOW,1.461753775082195,0.5454251155928883,9.307867352995684
SNPS,1.3504416227384897,0.46227139969313646,0.15154698252477405
SNY,0.34018033737246073,0.24131024561465858,-0.7148070393935855
SO,0.017796419523888402,0.02117728383389059,1.2887345062351545
SOFI,2.338069199355194,0.7146592628709505,2.2244909451630765
SONY,0.8700734044123197,0.5560562521942887,-10.046428997987865
SPGI,0.7646656112473723,0.5382474965999868,-4.826892978658902
SPOT,0.9945469546480089,0.4110543947720465,8.993353072885647
STLA,1.6259049231700122,0.5411446307918611,-21.178107480049317
STM,1.872139763426731,0.6571199174464875,-6.659013956850461
STX,1.5259605856354264,0.4856004914517569,1.4986974017054184
STZ,0.3881929534865584,0.2657841059214241,-2.8004946830760016
SW,1.2435402703502332,0.5939419216786809,-3.3141586848291764
SYF,1.562137824449367,0.7783806842692528,-10.70830030206483
SYK,0.6726000864853902,0.5875416949975266,0.16651950770016877
T,0.12675433454351018,0.10824737048101296,-1.8180208598963454
TCEHY,0.630849655258989,0.3754014026888641,-1.3109190166584967
TCOM,0.7940168103349228,0.36428688691344796,10.474612711196276
TEAM,1.43293418477224,0.5355015579237402,-11.067558753440661
TEL,1.2225711029825155,0.7398036769212263,1.0920545813511837
TEM,2.478441199627151,0.5719885653495748,6.051585985170317
TER,1.869677891466327,0.5893155033959009,-9.746404747625155
TEVA,0.9172784145355559,0.4138050308794449,9.88744736251888
TFC,1.0637619565989913,0.7368460661739247,-2.738826605332456
TGT,0.978801201940473,0.5406103539785365,-6.72538742092463
TJX,0.4084810865422506,0.4351353385367646,1.3643713467137097
TLN,1.5154207882036022,0.49247247133802385,14.171374260596497
TMO,0.8984682487810961,0.544027767772761,-12.989333030248487
TMUS,0.22655790296476036,0.1638523309596276,-0.9789985795048116
TOST,1.4910210793670065,0.609656752463834,-9.56585361741756
TPG,1.5956693697376818,0.7162153293198945,-15.796924241035574
TPR,1.2855690575940082,0.5769933736515418,-7.4140110930068595
TRI,0.47803562549118234,0.29478879795343393,-0.9213900994929692
TRMB,1.3623780291050471,0.8225146305252486,-4.019382004668005
TRU,1.6273135355386725,0.683067019194406,-17.11250511325447
TRV,0.42393255737810126,0.37490159428162584,-6.042208232563319
TSEM,1.7421917462586125,0.5974339978815026,16.11979597705534
TSLA,2.19615284579255,0.6845135389569685,5.284053180562922
TSM,1.441719141209721,0.7269912425579863,-1.0518154888602838
TT,0.8961157761044811,0.5991482559179558,-2.904755059069871
TTD,1.543942100465665,0.39520432346092416,-12.484798682972983
TTWO,0.6574640178197328,0.43425553816405654,2.392678770617062
TWLO,1.5641273925199102,0.5344975898710795,15.480542565360864
TXN,1.3062119611103271,0.6128494804114861,-4.508607129192111
U,2.004433937292494,0.4834763711889136,-1.3603614408106046
UAL,2.1570974004323022,0.7243494958480506,0.33283532652672054
UBER,1.1254539637293164,0.6072774248716071,4.63493104623828
UDR,0.6202850167915439,0.5242978343951977,-1.9375966376926468
UL,0.009829480800377132,0.009380699712695019,4.198931731016835
ULTA,0.8514191375096405,0.44259483160709817,0.2217307272415588
UNH,0.31379030735875524,0.11838136102832406,-7.693279942951442
UNP,0.6756953696105247,0.5736047137793361,-1.5248611826364105
UPS,0.7829330142484707,0.5022134060574127,-5.216804589839531
URI,1.272856555961667,0.6208312975023766,-2.3497896404583614
USB,1.0000821439008112,0.7327936064263948,-3.6340938216963177
V,0.7559695834332306,0.6252553849600546,-1.6342655482326907
VALE,0.7555920782686718,0.4659943892963328,2.584934135651712
VEEV,0.6624786340241158,0.3521396994853756,0.6279342985803406
VICI,0.3391797797358153,0.3696154177090535,2.051294506878359
VLO,1.0105223480943715,0.5108109384881647,5.077222074143887
VRSK,0.2851437458588366,0.2069772402019144,-4.087882004794406
VRT,2.1853792907414347,0.6798532765311681,5.789552759727835
VRTX,0.4573601848914185,0.26280430882313505,1.0205907582720444
VST,1.8751507784339239,0.6195025463402588,12.95571451664209
VZ,0.10374970417893523,0.08202836506386929,1.9486978949632188
W,2.4704706279634574,0.6212826174858115,0.8621151555442491
WAB,1.0759354596528414,0.7280082561964372,-2.4850916255303375
