Ticker,Shares,LivePriceAtEval,ActualMoneyAllocation,ActualPercentAllocation,RawInvestScore
REMX,57,73.16999816894531,4170.689895629883,41.70689895629883,75.55392750099664
MU,24,239.49000549316406,5747.7601318359375,57.477601318359376,102.91054265234595
Cash,81.54997253417969,1.0,81.54997253417969,0.8154997253417969,0
