# portfolio_code: testingauto
# timestamp_utc: 2025-11-23T05:52:46.084925+00:00
# ---BEGIN_DATA---
Ticker,Shares,LivePriceAtEval,ActualMoneyAllocation,ActualPercentAllocation,RawInvestScore,SubPortfolio,SubPortfolioPath
REMX,59.74,,,,N/A,N/A,
MU,28.36,,,,N/A,N/A,
Cash,-,1.0,-0.6834068298339844,-0.01,N/A,N/A,Cash
