# portfolio_code: nexus_skynet
# timestamp_utc: 2025-12-16T07:29:22.336145+00:00
# ---BEGIN_DATA---
Ticker,Shares,LivePriceAtEval,ActualMoneyAllocation,ActualPercentAllocation,RawInvestScore,SubPortfolio,SubPortfolioPath
NVDA,0.46000000000000024,176.2899932861328,81.09339691162116,0.8109339691162115,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > N > V > D > A
ASML,0.23000000000000007,1087.8199462890625,250.1985876464843,2.501985876464843,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > A > S > M > L
NOW,0.23000000000000007,765.2000122070312,175.9960028076173,1.759960028076173,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > N > O > W
TSM,0.4200000000000002,287.739990234375,120.85079589843755,1.2085079589843755,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > T > S > M
GOOG,0.45000000000000023,309.32000732421875,139.19400329589848,1.3919400329589848,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > G > O > O > G
MRVL,0.8300000000000003,84.26000213623047,69.93580177307118,0.6993580177307118,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > M > R > V > L
META,0.25000000000000006,647.510009765625,161.87750244140628,1.6187750244140628,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > M > E > T > A
AVGO,0.39000000000000024,339.80999755859375,132.52589904785154,1.3252589904785153,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > A > V > G > O
SAP,0.37000000000000016,244.49000549316406,90.4613020324707,0.9046130203247069,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > S > A > P
AAPL,0.4300000000000002,274.1099853515625,117.86729370117182,1.1786729370117182,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > A > A > P > L
VRT,1.3300000000000003,161.74000549316406,215.11420730590805,2.1511420730590807,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > V > R > T
DELL,1.2300000000000002,130.50999450683594,160.527293243408,1.60527293243408,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > D > E > L > L
MSFT,0.4700000000000002,474.82000732421875,223.16540344238254,2.2316540344238254,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > M > S > F > T
HPE,8.059999999999992,24.049999237060547,193.8429938507084,1.938429938507084,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > H > P > E
GEV,0.3500000000000002,681.3499755859375,238.472491455078,2.3847249145507803,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > G > E > V
CCJ,1.1300000000000003,89.77999877929688,101.45139862060533,1.0145139862060533,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > C > J
CEG,0.4200000000000002,357.1400146484375,149.99880615234375,1.4999880615234373,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > E > G
VST,0.45000000000000023,168.25,75.71249999999999,0.7571249999999999,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > V > S > T
ETN,0.3700000000000002,333.2099914550781,123.2876968383789,1.232876968383789,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > E > T > N
CPER,2.759999999999992,33.150001525878906,91.49400421142553,0.9149400421142553,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > P > E > R
LIT,1.7400000000000002,63.61000061035156,110.68140106201182,1.1068140106201183,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > L > I > T
MP,0.8400000000000003,53.2599983215332,44.738398590087925,0.44738398590087924,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > M > P
GE,0.40000000000000024,300.9800109863281,120.39200439453117,1.2039200439453117,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > G > E
BYDDY,43,12.210000038146973,525.0300016403198,5.250300016403198,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > B > Y > D > D > Y
CRWD,0.3200000000000001,487.4700012207031,155.99040039062496,1.5599040039062495,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > R > W > D
HWM,0.5100000000000002,197.24000549316406,100.59240280151366,1.0059240280151367,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > H > W > M
PH,0.2700000000000001,883.469970703125,238.5368920898439,2.385368920898439,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > P > H
CDNS,0.39000000000000024,318.42999267578125,124.18769714355474,1.2418769714355473,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > D > N > S
SNOW,0.37000000000000016,215.27999877929688,79.65359954833986,0.7965359954833986,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > S > N > O > W
QTUM,0.7600000000000002,110.36000061035156,83.87360046386722,0.8387360046386723,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > Q > T > U > M
IBM,0.4200000000000002,308.6600036621094,129.63720153808592,1.2963720153808593,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > I > B > M
COIN,0.6500000000000002,250.4199981689453,162.77299880981445,1.6277299880981446,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > C > O > I > N
SPY,0.7300000000000002,680.72998046875,496.9328857421873,4.969328857421873,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > S > P > Y
QQQ,0.8000000000000002,610.5399780273438,488.43198242187515,4.8843198242187515,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > Q > Q > Q
OEF,1.2900000000000003,341.0400085449219,439.9416110229494,4.399416110229494,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > O > E > F
DIA,1.0100000000000002,485.1700134277344,490.0217135620116,4.9002171356201165,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > D > I > A
GLD,1.6000000000000003,395.79998779296875,633.2799804687488,6.332799804687488,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > G > L > D
SLV,15.939999999999992,58.11000061035156,926.2734097290032,9.262734097290032,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > S > L > V
USAR,0.8700000000000003,14.869999885559082,12.936899900436401,0.12936899900436402,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > U > S > A > R
REMX,2.039999999999999,70.62999725341797,144.08519439697244,1.4408519439697243,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > R > E > M > X
NNE,0.47000000000000025,31.350000381469727,14.734500179290773,0.14734500179290774,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > N > N > E
IONQ,0.5500000000000003,46.06999969482422,25.33849983215335,0.2533849983215335,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > I > O > N > Q
RDDT,0.9400000000000003,218.5,205.39000000000007,2.053900000000001,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > R > D > D > T
MU,1.1600000000000001,237.5,275.5,2.7550000000000003,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > M > U
HOOD,0.8200000000000003,115.26000213623047,94.51320175170895,0.9451320175170894,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > H > O > O > D
GLW,1.9600000000000004,88.11000061035156,172.69560119628883,1.7269560119628884,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > G > L > W
APP,0.5000000000000001,675.1649780273438,337.58248901367193,3.3758248901367196,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > A > P > P
INTC,4.299999999999992,37.5099983215332,161.2929927825929,1.612929927825929,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > I > N > T > C
PLTR,0.8600000000000003,183.25,157.5950000000001,1.575950000000001,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > P > L > T > R
AMD,0.6100000000000002,207.5800018310547,126.62380111694331,1.2662380111694331,N/A,N/A,s > k > y > n > e > t >   > > >   > i > q > u > a > n > t > u > m >   > > >   > A > M > D
Cash,7.6762577343128555,1.0,7.6762577343128555,0.08,N/A,N/A,Cash
